ticker,name,price,pct_change,p1,p2,p3,p4,p5,p6,total,zero_flag,rsi,vol_ratio,ma20,ma60,ma120,ma200,bb_position,fcf_yield,ret_60d
NVDA,NVIDIA Corporation,228.8699951171875,0.66,30.0,20.5,9.5,14.0,14.0,5.0,93.0,False,59.512974261490726,0.7,220.39468994140626,212.41125411987304,208.94009615580242,198.50168350219727,0.829,0.0076,17.52
MU,"Micron Technology, Inc.",1096.1600341796875,5.0,30.0,20.5,7.0,14.0,14.0,5.0,90.5,False,66.06230672385774,1.15,972.7459991455078,944.5547973632813,840.5013493855794,648.3519162750245,1.1528,0.0062,-4.27
ADI,"Analog Devices, Inc.",390.3699951171875,1.92,30.0,17.5,9.0,14.0,15.0,5.0,90.5,False,62.88141003432548,0.85,366.5864562988281,374.9000549316406,384.4042760213216,353.01765899658204,1.1192,0.0219,-0.06
GOOGL,Alphabet Inc.,351.1600036621094,-1.07,30.0,18.5,9.5,14.0,13.0,5.0,90.0,False,55.35032165377854,1.13,342.361311340332,347.67781219482424,353.6974286397298,337.4487211608887,0.8424,0.0053,-0.64
MRVL,"Marvell Technology, Inc.",262.3599853515625,1.93,30.0,17.0,8.0,14.0,14.0,5.0,88.0,False,63.95563671373282,0.89,230.14650039672853,222.74091440836588,210.14239260355632,159.99663501739502,1.0061,0.0102,-5.52
CSCO,"Cisco Systems, Inc.",106.44000244140625,-4.5,30.0,17.0,7.5,14.0,14.5,5.0,88.0,False,40.80945909212743,1.97,109.83699951171874,113.37245750427246,108.5615816116333,96.1045001220703,-0.0435,0.0266,-9.23
AMAT,"Applied Materials, Inc.",472.4599914550781,1.77,30.0,19.0,8.5,14.0,11.5,5.0,88.0,False,52.013769115929776,0.89,452.2360015869141,515.813373819987,484.0889722188314,417.5467115783691,0.7351,0.0082,-31.91
AVGO,Broadcom Inc.,364.5400085449219,0.52,30.0,20.5,9.0,14.0,9.5,5.0,88.0,False,50.1258098991758,0.75,358.73047637939453,378.1572962443034,389.3302754720052,367.5697369384766,0.6461,0.0176,-1.95
TXN,Texas Instruments Incorporated,271.4100036621094,0.2,30.0,19.0,7.5,14.0,12.0,5.0,87.5,False,55.079771483169125,1.27,261.54650421142577,276.40811716715496,275.7443739573161,243.08977516174318,0.9745,0.0143,-4.44
STX,Seagate Technology Holdings PLC,919.8400268554688,4.85,30.0,19.0,7.5,14.0,12.0,5.0,87.5,False,59.662959343448556,1.39,837.4440002441406,851.3119995117188,803.4129061381022,625.1390353393555,1.0249,0.0093,-5.03
GOOG,Alphabet Inc.,347.4100036621094,-0.99,30.0,18.5,6.5,14.0,13.0,5.0,87.0,False,55.185723939509074,1.14,338.9678024291992,345.3913864135742,351.27716496785484,336.0842024230957,0.8558,0.0053,-1.04
AMD,"Advanced Micro Devices, Inc.",623.77001953125,1.34,27.5,20.5,8.0,14.0,12.0,5.0,87.0,False,73.8779926482005,1.33,506.21800231933594,505.7171681722005,455.35000127156576,358.6563505554199,1.1124,0.0087,15.62
LRCX,Lam Research Corporation,310.9599914550781,2.87,30.0,17.0,7.5,14.0,13.5,5.0,87.0,False,54.568364527930164,1.06,297.2539993286133,315.5306660970052,307.479966990153,268.4892266845703,0.705,0.0079,-24.32
DDOG,"Datadog, Inc.",247.47500610351562,0.99,28.0,15.5,8.5,14.0,15.0,5.0,86.0,False,58.09770956533564,0.77,227.8177490234375,245.83241704305013,214.72237536112468,180.12880027770996,0.9423,0.0118,-0.44
AMZN,"Amazon.com, Inc.",254.97999572753906,-1.34,28.5,14.5,8.5,14.0,15.0,5.0,85.5,False,49.21923988882253,1.22,255.7699996948242,254.1511662801107,252.77583338419598,240.53389991760253,0.4577,0.0012,6.18
TER,"Teradyne, Inc.",398.69000244140625,4.49,30.0,17.5,7.0,14.0,12.0,5.0,85.5,False,58.80500430697165,0.9,359.58482055664064,369.44273579915364,371.61352564493814,326.62396858215334,1.0049,0.007,-13.9
