ticker,name,price,pct_change,p1,p2,p3,p4,p5,p6,total,zero_flag,rsi,vol_ratio,ma20,ma60,ma120,ma200,bb_position,fcf_yield,ret_60d
NVDA,NVIDIA Corporation,207.39999389648438,-2.4,30.0,20.5,9.5,12.5,11.5,5.0,89.0,False,52.145153851667246,0.81,202.21699905395508,208.79239145914713,196.32678833007813,192.0927025604248,0.702,0.0092,3.88
MU,"Micron Technology, Inc.",853.2000122070312,-5.65,30.0,19.0,7.0,12.5,15.5,5.0,89.0,False,41.2634240200316,0.87,1033.0371459960938,859.4583257039388,633.7268730163574,479.4822225189209,0.0608,0.0079,89.89
GOOGL,Alphabet Inc.,354.4599914550781,-4.44,30.0,18.5,9.5,12.5,13.5,5.0,89.0,False,46.22850060911996,1.17,356.752001953125,368.704628499349,340.49872131347655,320.8199780273437,0.4359,0.0065,6.74
META,"Meta Platforms, Inc.",664.5399780273438,-2.46,30.0,20.5,9.0,12.5,10.0,5.0,87.0,False,61.85250910805082,0.76,601.3319915771484,611.5305999755859,624.955751546224,639.9866354370117,0.8499,0.0152,-0.55
AVGO,Broadcom Inc.,374.45001220703125,-5.03,30.0,20.5,9.0,12.5,9.5,5.0,86.5,False,45.01920611862094,0.82,382.8794570922852,405.37190500895184,368.8896998087565,362.25756072998047,0.3386,0.0153,-6.75
CSCO,"Cisco Systems, Inc.",109.66000366210938,-1.89,30.0,14.5,9.0,12.5,15.5,5.0,86.5,False,40.96572256801205,0.95,116.45132522583008,110.943785349528,95.1770008722941,86.34993835449218,0.0068,0.0215,22.71
GOOG,Alphabet Inc.,353.80999755859375,-4.43,30.0,18.5,6.5,12.5,13.5,5.0,86.0,False,47.24254460251597,1.01,354.7769973754883,366.09604899088544,338.883487701416,320.117766494751,0.4725,0.0065,7.13
LRCX,Lam Research Corporation,320.9599914550781,-4.31,30.0,14.5,8.5,12.5,15.5,5.0,86.0,False,43.59727696886569,0.74,366.6050003051758,322.48957544962565,277.1443665822347,232.02372779846192,0.1432,0.0108,24.31
STX,Seagate Technology Holdings PLC,745.489990234375,-10.0,30.0,17.5,6.0,12.5,13.5,5.0,84.5,False,37.78365502136686,1.19,926.1194122314453,836.8848653157552,629.0078051249186,484.41320594787595,0.0332,0.0095,33.24
TXN,Texas Instruments Incorporated,291.2200012207031,-3.31,28.0,17.0,9.0,12.5,12.5,5.0,84.0,False,46.1294477103956,0.66,302.5704971313477,295.4264030456543,251.09669202168783,219.51764289855956,0.2504,0.004,25.54
WDC,Western Digital Corporation,466.80999755859375,-9.15,30.0,17.5,5.5,12.5,13.5,5.0,84.0,False,38.29758602104111,1.03,605.7695007324219,529.6861470540365,409.49841893513997,310.20963195800783,0.0402,0.0129,21.66
AMAT,"Applied Materials, Inc.",560.9299926757812,-3.19,28.5,17.0,8.5,12.5,12.5,5.0,84.0,False,47.98716836949645,0.67,610.5944946289062,501.8788548787435,427.5638488769531,356.2043009185791,0.2215,0.0068,42.43
ADI,"Analog Devices, Inc.",380.5299987792969,-2.67,30.0,17.5,9.0,12.5,9.5,5.0,83.5,False,43.31140562820243,0.77,398.377001953125,404.5405868530273,366.31953455607095,322.51189697265625,0.2568,0.0209,1.68
NXPI,NXP Semiconductors N.V.,270.6600036621094,-2.99,28.5,17.5,8.5,12.5,11.5,5.0,83.5,False,41.881719398325984,0.82,287.2168029785156,290.8698580423991,252.03397496541342,237.63635437011717,0.1932,0.0399,20.97
TER,"Teradyne, Inc.",322.29998779296875,-5.79,30.0,15.5,6.5,12.5,13.5,5.0,83.0,False,39.285455735278475,0.67,397.92049713134764,379.4311482747396,343.33465207417805,277.86643798828123,0.1283,0.0059,-15.14
AMD,"Advanced Micro Devices, Inc.",500.94000244140625,-5.33,27.0,17.0,7.0,12.5,14.5,5.0,83.0,False,46.91614406273942,0.93,533.8549957275391,468.4384994506836,343.1769999186198,295.0141997528076,0.0668,0.0088,76.08
ROST,"Ross Stores, Inc.",232.72000122070312,3.06,30.0,10.0,9.0,12.5,15.0,5.0,81.5,False,60.992962147315154,0.6,221.11050033569336,224.20655873616536,215.02544136047362,196.85225120544433,0.835,0.0274,3.36
DXCM,"DexCom, Inc.",77.9800033569336,7.22,28.5,14.0,7.5,12.5,14.0,5.0,81.5,False,62.61661429306593,1.33,71.84200019836426,68.60250002543131,68.42858327229818,67.29630002975463,1.045,0.0351,24.57
ALAB,"Astera Labs, Inc.",319.739990234375,-8.81,28.0,11.5,5.5,12.5,18.5,5.0,81.0,False,40.90010700206867,0.78,401.3874984741211,313.8146657307943,225.0090831120809,202.5656000137329,-0.0392,0.0044,66.56
MPWR,"Monolithic Power Systems, Inc.",1305.6500244140625,-3.48,30.0,13.0,8.0,12.5,12.5,5.0,81.0,False,43.453059452477525,0.74,1372.2540588378906,1508.6553507486979,1333.9781931559244,1185.1608111572266,0.2904,0.0077,-14.42
