ticker,name,price,pct_change,p1,p2,p3,p4,p5,p6,total,zero_flag,rsi,vol_ratio,ma20,ma60,ma120,ma200,bb_position,fcf_yield,ret_60d
MU,"Micron Technology, Inc.",739.0,-9.94,30.0,19.0,6.0,9.0,13.5,5.0,82.5,False,35.6948343604716,1.46,927.1800720214844,917.6969156901042,669.5282470703125,511.31811676025393,-0.1559,0.0092,28.22
TXN,Texas Instruments Incorporated,271.29998779296875,-2.08,30.0,17.0,9.0,9.0,11.5,5.0,81.5,False,38.26810812111371,1.2,292.6029968261719,298.1494995117188,256.52852121988934,224.26524085998534,0.0226,0.0143,-2.92
AMD,"Advanced Micro Devices, Inc.",429.55999755859375,-5.51,30.0,17.0,6.5,9.0,13.5,5.0,81.0,False,35.95823114583642,1.14,519.9170013427735,494.8683344523112,362.70716705322263,309.1723500823975,-0.1785,0.0102,25.77
GOOGL,Alphabet Inc.,336.7099914550781,0.9,30.0,20.5,9.0,9.0,7.5,5.0,81.0,False,43.576057611524256,0.94,349.62049865722656,366.18555348714193,340.5145690917969,324.9264119720459,0.2936,0.0055,-12.09
AMAT,"Applied Materials, Inc.",436.45001220703125,-8.4,30.0,17.0,6.0,9.0,13.5,5.0,80.5,False,33.62584021968077,1.08,558.8514938354492,520.8159174601237,442.48307571411135,370.05163246154785,-0.1459,0.0088,11.65
NVDA,NVIDIA Corporation,190.00999450683594,-3.55,30.0,20.5,8.0,9.0,7.5,5.0,80.0,False,37.971788605475545,1.06,203.12749786376952,208.4487330118815,197.5655721028646,192.80408035278322,0.0054,0.0101,-4.16
CSCO,"Cisco Systems, Inc.",112.4800033569336,-2.68,30.0,14.5,9.5,9.0,12.0,5.0,80.0,False,46.14321485467286,1.06,114.12069549560547,114.51796493530273,97.77830607096354,88.38891876220703,0.365,0.021,21.88
AVGO,Broadcom Inc.,370.32000732421875,-2.78,30.0,20.5,8.0,9.0,7.0,5.0,79.5,False,43.36970228712373,1.01,382.3634994506836,400.66063181559247,373.2184722900391,364.3968444824219,0.2341,0.0154,-10.95
WDC,Western Digital Corporation,462.0400085449219,-0.32,30.0,17.5,5.5,9.0,11.5,5.0,78.5,False,39.319720634933255,1.25,531.4330017089844,545.0473393758137,427.87258427937826,327.4943353652954,0.0964,0.013,4.48
ADI,"Analog Devices, Inc.",353.3699951171875,-3.41,30.0,17.5,7.5,9.0,9.5,5.0,78.5,False,34.76538586410405,1.23,380.97249908447264,401.95541330973305,371.05027186075847,328.58816184997556,-0.1561,0.0225,-10.75
ASML,ASML Holding N.V. - New York Re,1550.68994140625,-2.04,30.0,14.5,6.0,9.0,13.5,5.0,78.0,False,35.22790829034888,1.2,1752.7087524414062,1705.258583577474,1552.5880482991536,1380.9434387207032,-0.165,0.0142,12.01
GOOG,Alphabet Inc.,335.760009765625,0.95,30.0,20.5,6.0,9.0,7.5,5.0,78.0,False,43.74586915530779,1.03,348.1269989013672,363.81419423421227,338.8207659403483,324.1659568786621,0.2912,0.0055,-11.51
DXCM,"DexCom, Inc.",75.13999938964844,0.39,28.5,14.0,7.0,9.0,14.0,5.0,77.5,False,55.3668609907565,1.34,73.65900039672852,70.50966688791911,68.50066674550375,67.6079500389099,0.6637,0.0364,25.15
STX,Seagate Technology Holdings PLC,764.4299926757812,2.29,30.0,17.5,4.5,9.0,11.5,5.0,77.5,False,41.481103008851925,1.74,844.4134979248047,869.4738952636719,660.869800567627,511.17279792785644,0.1357,0.0093,3.58
META,"Meta Platforms, Inc.",585.6099853515625,-1.31,30.0,20.5,8.0,9.0,4.5,5.0,77.0,False,41.461368080248526,1.05,625.8064910888672,605.2809193929037,619.5667566935222,635.1921096801758,0.1746,0.0172,-3.97
